Country,Year,Area,Value,Population,GDP
Cyprus,1996,Urban,570.0,880290.0,14984.08
Cyprus,1996,Rural,112.0,880290.0,14984.08
Cyprus,1995,Total,757.0,862695.0,15101.55
Cyprus,1995,Urban,595.0,862695.0,15101.55
Cyprus,1995,Rural,106.0,862695.0,15101.55
Cyprus,1994,Total,555.0,844667.0,13013.31
Cyprus,1994,Urban,429.0,844667.0,13013.31
Cyprus,1994,Rural,87.0,844667.0,13013.31
Cyprus,1993,Total,504.0,826034.0,11800.86
Cyprus,1993,Urban,383.0,826034.0,11800.86
Cyprus,1993,Rural,75.0,826034.0,11800.86
Cyprus,1992,Total,433.0,810341.0,12679.34
Cyprus,1992,Urban,340.0,810341.0,12679.34
Cyprus,1992,Rural,60.0,810341.0,12679.34
Cyprus,1991,Total,304.0,798944.0,10859.49
Cyprus,1991,Urban,240.0,798944.0,10859.49
Cyprus,1991,Rural,36.0,798944.0,10859.49
Cyprus,1990,Total,348.0,788351.0,10801.63
Cyprus,1990,Urban,237.0,788351.0,10801.63
Cyprus,1990,Rural,64.0,788351.0,10801.63
Cyprus,1989,Total,335.0,777420.0,9015.38
Cyprus,1989,Urban,241.0,777420.0,9015.38
Cyprus,1989,Rural,45.0,777420.0,9015.38
Cyprus,1988,Total,312.0,766235.0,8562.66
Cyprus,1988,Urban,243.0,766235.0,8562.66
Cyprus,1988,Rural,29.0,766235.0,8562.66
Cyprus,1987,Total,326.0,754785.0,7500.9
Cyprus,1987,Urban,229.0,754785.0,7500.9
Cyprus,1987,Rural,50.0,754785.0,7500.9
Cyprus,1986,Total,276.0,743105.0,6328.45
Cyprus,1986,Urban,180.0,743105.0,6328.45
Cyprus,1986,Rural,59.0,743105.0,6328.45
Cyprus,1985,Total,258.0,731277.0,5011.0
Cyprus,1985,Urban,180.0,731277.0,5011.0
Cyprus,1985,Rural,31.0,731277.0,5011.0
Cyprus,1984,Total,250.0,719334.0,4767.12
Cyprus,1984,Urban,165.0,719334.0,4767.12
Cyprus,1984,Rural,47.0,719334.0,4767.12
Cyprus,1983,Total,262.0,707225.0,4588.54
Cyprus,1983,Urban,176.0,707225.0,4588.54
Cyprus,1983,Rural,52.0,707225.0,4588.54
Cyprus,1982,Total,216.0,696497.0,4643.15
Cyprus,1982,Urban,137.0,696497.0,4643.15
Cyprus,1982,Rural,79.0,696497.0,4643.15
Cyprus,1981,Total,175.0,688893.0,4527.09
Cyprus,1980,Total,155.0,683076.0,4749.81
Cyprus,1979,Total,161.0,677549.0,3960.62
Cyprus,1978,Total,158.0,672249.0,3044.99
Cyprus,1977,Total,136.0,667101.0,2337.27
Cyprus,1976,Total,110.0,662032.0,1832.37
Cyprus,1975,Total,121.0,659405.0,1571.45
Cyprus,1974,Total,140.0,663254.0,1817.79
Cyprus,1973,Total,150.0,665937.0,1641.17
Cyprus,1972,Total,150.0,661063.0,1354.87
Cyprus,1971,Total,172.0,654050.0,1119.21
Cyprus,1970,Total,130.0,647446.0,961.41
Cyprus,1969,Total,147.0,641189.0,
Cyprus,1968,Total,136.0,635157.0,
Cyprus,1967,Total,116.0,629251.0,
Cyprus,1966,Total,128.0,623390.0,
Cyprus,1965,Total,141.0,617736.0,
Cyprus,1964,Total,112.0,612521.0,
Cyprus,1963,Total,108.0,607252.0,
Czechia,2023,Total,19453.0,10864042.0,
Czechia,2022,Total,19846.0,10672118.0,27685.15
Czechia,2022,Urban,13231.0,10672118.0,27685.15
Czechia,2022,Rural,6615.0,10672118.0,27685.15
Czechia,2021,Total,21107.0,10505772.0,26809.81
Czechia,2021,Urban,13973.0,10505772.0,26809.81
Czechia,2021,Rural,7134.0,10505772.0,26809.81
Czechia,2020,Total,21734.0,10697858.0,23357.29
Czechia,2020,Urban,14500.0,10697858.0,23357.29
Czechia,2020,Rural,7234.0,10697858.0,23357.29
Czechia,2019,Total,24141.0,10671870.0,23968.04
Czechia,2019,Urban,16173.0,10671870.0,23968.04
Czechia,2019,Rural,7968.0,10671870.0,23968.04
Czechia,2018,Total,24313.0,10629928.0,23636.47
Czechia,2018,Urban,17889.0,10629928.0,23636.47
Czechia,2018,Rural,6424.0,10629928.0,23636.47
Czechia,2017,Total,25755.0,10594438.0,20759.91
Czechia,2017,Urban,19060.0,10594438.0,20759.91
Czechia,2017,Rural,6695.0,10594438.0,20759.91
Czechia,2016,Total,24996.0,10566332.0,18643.59
Czechia,2016,Urban,18569.0,10566332.0,18643.59
Czechia,2016,Rural,6427.0,10566332.0,18643.59
Czechia,2015,Total,26083.0,10546059.0,17867.41
Czechia,2015,Urban,19646.0,10546059.0,17867.41
Czechia,2015,Rural,6437.0,10546059.0,17867.41
Czechia,2014,Total,26764.0,10525347.0,19906.36
Czechia,2014,Urban,20676.0,10525347.0,19906.36
Czechia,2014,Rural,6088.0,10525347.0,19906.36
Czechia,2013,Total,27895.0,10514272.0,20132.63
Czechia,2013,Urban,21882.0,10514272.0,20132.63
Czechia,2013,Rural,6013.0,10514272.0,20132.63
Czechia,2012,Total,26402.0,10510785.0,19870.27
Czechia,2012,Urban,20753.0,10510785.0,19870.27
Czechia,2012,Rural,5649.0,10510785.0,19870.27
Czechia,2011,Total,28113.0,10496088.0,21870.66
Czechia,2011,Urban,22170.0,10496088.0,21870.66
Czechia,2011,Rural,5943.0,10496088.0,21870.66
Czechia,2010,Total,30783.0,10474410.0,19978.5
Czechia,2010,Urban,23497.0,10474410.0,19978.5
Czechia,2010,Rural,7286.0,10474410.0,19978.5
Czechia,2009,Total,29133.0,10443936.0,19904.44
Czechia,2009,Urban,22147.0,10443936.0,19904.44
Czechia,2009,Rural,6986.0,10443936.0,19904.44
Czechia,2008,Total,31300.0,10384603.0,22817.85
Czechia,2008,Urban,24574.0,10384603.0,22817.85
Czechia,2008,Rural,6726.0,10384603.0,22817.85
Czechia,2007,Total,31129.0,10298828.0,18396.91
Czechia,2007,Urban,24627.0,10298828.0,18396.91
Czechia,2007,Rural,6502.0,10298828.0,18396.91
Czechia,2006,Total,31415.0,10238905.0,15164.19
Czechia,2006,Urban,25214.0,10238905.0,15164.19
Czechia,2006,Rural,6201.0,10238905.0,15164.19
Czechia,2005,Total,31288.0,10211216.0,13340.65
Czechia,2005,Urban,25233.0,10211216.0,13340.65
Czechia,2005,Rural,6055.0,10211216.0,13340.65
Czechia,2004,Total,33060.0,10197101.0,11676.71
Czechia,2004,Urban,26841.0,10197101.0,11676.71
Czechia,2004,Rural,6219.0,10197101.0,11676.71
Czechia,2003,Total,32824.0,10193998.0,9766.79
Czechia,2003,Urban,26569.0,10193998.0,9766.79
Czechia,2003,Rural,6255.0,10193998.0,9766.79
Czechia,2002,Total,31758.0,10196916.0,8028.41
Czechia,2002,Urban,26070.0,10196916.0,8028.41
Czechia,2002,Rural,5688.0,10196916.0,8028.41
Czechia,2001,Total,31586.0,10216605.0,6628.24
Czechia,2001,Urban,26044.0,10216605.0,6628.24
Czechia,2001,Rural,5542.0,10216605.0,6628.24
Czechia,2000,Total,29704.0,10255063.0,6040.57
Czechia,2000,Urban,24454.0,10255063.0,6040.57
Czechia,2000,Rural,5250.0,10255063.0,6040.57
Czechia,1999,Total,23657.0,10283860.0,6358.87
Czechia,1999,Urban,19376.0,10283860.0,6358.87
Czechia,1999,Rural,4281.0,10283860.0,6358.87
Czechia,1998,Total,32363.0,10294373.0,6509.02
Czechia,1998,Urban,26843.0,10294373.0,6509.02
Czechia,1998,Rural,5520.0,10294373.0,6509.02
Czechia,1997,Total,32465.0,10304131.0,6049.25
Czechia,1997,Urban,26913.0,10304131.0,6049.25
Czechia,1997,Rural,5552.0,10304131.0,6049.25
Czechia,1996,Total,33113.0,10315241.0,6545.34
Czechia,1996,Urban,27526.0,10315241.0,6545.34
Czechia,1996,Rural,5587.0,10315241.0,6545.34
Czechia,1995,Total,31135.0,10327253.0,5832.76
Czechia,1995,Urban,26142.0,10327253.0,5832.76
Czechia,1995,Rural,4993.0,10327253.0,5832.76
Czechia,1994,Total,30939.0,10333587.0,4636.05
Czechia,1994,Urban,26130.0,10333587.0,4636.05
Czechia,1994,Rural,4809.0,10333587.0,4636.05
Czechia,1993,Total,30227.0,10329855.0,3960.39
Czechia,1993,Urban,25634.0,10329855.0,3960.39
Czechia,1993,Rural,4593.0,10329855.0,3960.39
Czechia,1992,Total,28572.0,10319123.0,3386.22
Czechia,1992,Urban,24221.0,10319123.0,3386.22
Czechia,1992,Rural,4351.0,10319123.0,3386.22
Czechia,1991,Total,29366.0,10308578.0,2898.03
Czechia,1991,Urban,25251.0,10308578.0,2898.03
Czechia,1991,Rural,4115.0,10308578.0,2898.03
Czechia,1990,Total,32055.0,10333355.0,3953.74
Czechia,1989,Total,31376.0,10361068.0,
Czechia,1988,Total,30652.0,10355276.0,
Czechia,1987,Total,31036.0,10347318.0,
Czechia,1986,Total,29560.0,10342227.0,
Czechia,1985,Total,30489.0,10337118.0,
Denmark,2023,Total,12862.0,5946952.0,
Denmark,2022,Total,12320.0,5903037.0,68029.49
Denmark,2021,Total,12886.0,5856733.0,69298.15
Denmark,2020,Total,15651.0,5831404.0,60896.77
Denmark,2019,Total,10530.0,5814422.0,59783.65
Denmark,2018,Total,15034.0,5793636.0,61879.77
Denmark,2017,Total,15265.0,5764980.0,57888.2
Denmark,2016,Total,17222.0,5728010.0,54866.62
Denmark,2015,Total,16343.0,5683483.0,53308.2
Denmark,2014,Total,19435.0,5643475.0,62469.53
Denmark,2013,Total,18875.0,5614932.0,61077.49
Denmark,2012,Total,15709.0,5591572.0,58409.45
Denmark,2011,Total,14484.0,5570572.0,61693.36
Denmark,2010,Total,14460.0,5547683.0,58008.29
Denmark,2009,Total,14940.0,5523095.0,58128.31
Denmark,2008,Total,14695.0,5493621.0,64214.95
Denmark,2007,Total,14066.0,5461438.0,58291.89
Denmark,2006,Total,14343.0,5437272.0,51830.9
Denmark,2005,Total,15300.0,5419432.0,48648.21
Denmark,2004,Total,15774.0,5404523.0,46416.92
Denmark,2003,Total,15763.0,5390574.0,40415.6
Denmark,2002,Total,15304.0,5375931.0,33211.55
Denmark,2001,Total,14597.0,5358783.0,30740.32
Denmark,2000,Total,14381.0,5339616.0,30737.4
Denmark,1999,Total,13537.0,5321799.0,33452.83
Denmark,1998,Total,13164.0,5304219.0,33400.92
Denmark,1997,Total,12774.0,5284991.0,32883.49
Denmark,1996,Total,12776.0,5263074.0,35698.82
Denmark,1995,Total,12976.0,5233373.0,35339.26
Denmark,1994,Total,13709.0,5206180.0,29951.97
Denmark,1993,Total,12971.0,5188628.0,27570.46
Denmark,1992,Total,12981.0,5171370.0,29546.08
Denmark,1991,Total,12655.0,5154298.0,26990.47
Denmark,1990,Total,13731.0,5140939.0,26872.37
Denmark,1989,Total,15152.0,5132594.0,21895.43
Denmark,1988,Total,14717.0,5129516.0,22541.94
Denmark,1987,Total,14381.0,5127024.0,21363.65
Denmark,1986,Total,14490.0,5120534.0,17205.02
Denmark,1985,Total,14385.0,5113691.0,12239.32
Denmark,1984,Total,14490.0,5111619.0,11541.04
Denmark,1983,Total,14763.0,5114297.0,11834.68
Denmark,1982,Total,14621.0,5117810.0,11784.6
Denmark,1981,Total,14425.0,5121572.0,12069.11
Denmark,1980,Total,13593.0,5123027.0,13877.38
Denmark,1979,Total,13044.0,5116801.0,13745.08
Denmark,1978,Total,13072.0,5104248.0,11815.13
Denmark,1977,Total,13383.0,5088419.0,9772.0
Denmark,1976,Total,13064.0,5072596.0,8776.87
Denmark,1975,Total,13264.0,5059862.0,8001.81
Denmark,1974,Total,13132.0,5045297.0,6786.52
Denmark,1973,Total,12637.0,5021861.0,6135.6
Denmark,1972,Total,13134.0,4991596.0,4664.13
Denmark,1971,Total,13401.0,4963126.0,3854.53
Denmark,1970,Total,9524.0,4928757.0,3468.53
Denmark,1970,Urban,2960.0,4928757.0,3468.53
Denmark,1970,Rural,6564.0,4928757.0,3468.53
Denmark,1969,Total,8955.0,4891860.0,
Denmark,1969,Urban,5409.0,4891860.0,
Denmark,1969,Rural,3169.0,4891860.0,
Denmark,1968,Total,7572.0,4864883.0,
Denmark,1968,Urban,4622.0,4864883.0,
Denmark,1968,Rural,2950.0,4864883.0,
Denmark,1967,Total,6939.0,4835354.0,
Denmark,1966,Total,6726.0,4797381.0,
Denmark,1965,Total,6527.0,4759012.0,
Denmark,1964,Total,6483.0,4722072.0,
Denmark,1963,Total,6460.0,4684483.0,
Denmark,1962,Total,6409.0,4647727.0,
Denmark,1961,Total,6606.0,4611687.0,
Denmark,1960,Total,6682.0,4579603.0,
Denmark,1959,Total,6457.0,,
Denmark,1958,Total,6571.0,,
Denmark,1957,Total,6436.0,,
Denmark,1956,Total,6499.0,,
Denmark,1955,Total,6771.0,,
Denmark,1954,Total,6686.0,,
Denmark,1953,Total,6515.0,,
Denmark,1952,Total,6735.0,,
Denmark,1951,Total,6681.0,,
Denmark,1950,Total,6868.0,,
Denmark,1949,Total,6991.0,,
Denmark,1948,Total,7120.0,,
Estonia,2023,Total,2648.0,1370286.0,
Estonia,2022,Total,2546.0,1348840.0,28693.27
Estonia,2021,Total,2554.0,1330932.0,27990.62
Estonia,2020,Total,2555.0,1329522.0,23596.63
Estonia,2020,Urban,1724.0,1329522.0,23596.63
Estonia,2020,Rural,753.0,1329522.0,23596.63
Estonia,2019,Total,2790.0,1326898.0,23422.0
Estonia,2019,Urban,1903.0,1326898.0,23422.0
Estonia,2019,Rural,744.0,1326898.0,23422.0
Estonia,2018,Total,3199.0,1321977.0,23162.85
Estonia,2018,Urban,2209.0,1321977.0,23162.85
Estonia,2018,Rural,828.0,1321977.0,23162.85
Estonia,2017,Total,3323.0,1317384.0,20435.21
Estonia,2017,Urban,2283.0,1317384.0,20435.21
Estonia,2017,Rural,863.0,1317384.0,20435.21
Estonia,2016,Total,3262.0,1315790.0,18281.03
Estonia,2016,Urban,2143.0,1315790.0,18281.03
Estonia,2016,Rural,908.0,1315790.0,18281.03
Estonia,2015,Total,3382.0,1315407.0,17404.96
Estonia,2015,Urban,2226.0,1315407.0,17404.96
Estonia,2015,Rural,985.0,1315407.0,17404.96
Estonia,2014,Total,3218.0,1314545.0,20234.41
Estonia,2014,Urban,2197.0,1314545.0,20234.41
Estonia,2014,Rural,836.0,1314545.0,20234.41
Estonia,2013,Total,3343.0,1317997.0,19050.8
Estonia,2013,Urban,2275.0,1317997.0,19050.8
Estonia,2013,Rural,888.0,1317997.0,19050.8
Estonia,2012,Total,3142.0,1322696.0,17404.39
Estonia,2012,Urban,2168.0,1322696.0,17404.39
Estonia,2012,Rural,892.0,1322696.0,17404.39
Estonia,2011,Total,3099.0,1327439.0,17465.05
Estonia,2011,Urban,2169.0,1327439.0,17465.05
Estonia,2011,Rural,848.0,1327439.0,17465.05
Estonia,2010,Total,2989.0,1331475.0,14671.12
Estonia,2010,Urban,2106.0,1331475.0,14671.12
Estonia,2010,Rural,812.0,1331475.0,14671.12
Estonia,2009,Total,3189.0,1334515.0,14717.85
Estonia,2009,Urban,2242.0,1334515.0,14717.85
Estonia,2009,Rural,856.0,1334515.0,14717.85
Estonia,2008,Total,3501.0,1337090.0,18184.75
Estonia,2008,Urban,2488.0,1337090.0,18184.75
Estonia,2008,Rural,919.0,1337090.0,18184.75
Estonia,2007,Total,3809.0,1340680.0,16742.32
Estonia,2007,Urban,2653.0,1340680.0,16742.32
Estonia,2007,Rural,1072.0,1340680.0,16742.32
Estonia,2006,Total,3811.0,1346810.0,12646.86
Estonia,2006,Urban,2676.0,1346810.0,12646.86
Estonia,2006,Rural,1058.0,1346810.0,12646.86
Estonia,2005,Total,4054.0,1354775.0,10411.56
Estonia,2005,Urban,2882.0,1354775.0,10411.56
Estonia,2005,Rural,1056.0,1354775.0,10411.56
Estonia,2004,Total,4158.0,1362550.0,8914.53
Estonia,2004,Urban,2997.0,1362550.0,8914.53
Estonia,2004,Rural,1016.0,1362550.0,8914.53
Estonia,2003,Total,3973.0,1370720.0,7203.95
Estonia,2003,Urban,2865.0,1370720.0,7203.95
Estonia,2003,Rural,970.0,1370720.0,7203.95
Estonia,2002,Total,4074.0,1379350.0,5342.12
Estonia,2002,Urban,3030.0,1379350.0,5342.12
Estonia,2002,Rural,907.0,1379350.0,5342.12
Estonia,2001,Total,4312.0,1388115.0,4506.44
Estonia,2001,Urban,3204.0,1388115.0,4506.44
Estonia,2001,Rural,931.0,1388115.0,4506.44
Estonia,2000,Total,4230.0,1396985.0,4073.95
Estonia,2000,Urban,3226.0,1396985.0,4073.95
Estonia,2000,Rural,878.0,1396985.0,4073.95
Estonia,1999,Total,4561.0,1390244.0,4106.78
Estonia,1999,Urban,3393.0,1390244.0,4106.78
Estonia,1999,Rural,997.0,1390244.0,4106.78
Estonia,1998,Total,4491.0,1386156.0,4018.06
Estonia,1998,Urban,3351.0,1386156.0,4018.06
Estonia,1998,Rural,967.0,1386156.0,4018.06
Estonia,1997,Total,5281.0,1399535.0,3626.05
Estonia,1997,Urban,3924.0,1399535.0,3626.05
Estonia,1997,Rural,1147.0,1399535.0,3626.05
Estonia,1996,Total,5657.0,1415594.0,3333.94
Estonia,1996,Urban,4200.0,1415594.0,3333.94
Estonia,1996,Rural,1186.0,1415594.0,3333.94
Estonia,1995,Total,7456.0,1436634.0,3080.9
Estonia,1995,Urban,5489.0,1436634.0,3080.9
Estonia,1995,Rural,1317.0,1436634.0,3080.9
Estonia,1994,Total,5606.0,1462514.0,2840.46
Estonia,1994,Urban,3643.0,1462514.0,2840.46
Estonia,1994,Rural,950.0,1462514.0,2840.46
Estonia,1993,Total,5757.0,1494128.0,2783.44
Estonia,1993,Urban,3414.0,1494128.0,2783.44
Estonia,1993,Rural,801.0,1494128.0,2783.44
Estonia,1992,Total,6651.0,1533091.0,2817.27
Estonia,1992,Urban,4265.0,1533091.0,2817.27
Estonia,1992,Rural,879.0,1533091.0,2817.27
Estonia,1991,Total,5738.0,1561314.0,3437.82
Estonia,1991,Urban,5350.0,1561314.0,3437.82
Estonia,1991,Rural,388.0,1561314.0,3437.82
Estonia,1990,Total,5785.0,1569174.0,3602.91
Estonia,1990,Urban,5374.0,1569174.0,3602.91
Estonia,1990,Rural,411.0,1569174.0,3602.91
Estonia,1989,Total,5916.0,1568131.0,
Estonia,1989,Urban,5507.0,1568131.0,
Estonia,1989,Rural,409.0,1568131.0,
Estonia,1988,Total,5924.0,1561900.0,
Estonia,1988,Urban,5525.0,1561900.0,
Estonia,1988,Rural,399.0,1561900.0,
Estonia,1987,Total,6128.0,1552221.0,
Estonia,1987,Urban,5721.0,1552221.0,
Estonia,1987,Rural,407.0,1552221.0,
Estonia,1986,Total,6039.0,1540190.0,
Estonia,1986,Urban,5566.0,1540190.0,
Estonia,1986,Rural,473.0,1540190.0,
Estonia,1985,Total,6059.0,1528781.0,
Estonia,1984,Total,6194.0,1518617.0,
Estonia,1983,Total,6315.0,1508745.0,
Estonia,1982,Total,5902.0,1498414.0,
Estonia,1981,Total,6037.0,1487666.0,
Estonia,1980,Total,6127.0,1477219.0,
Estonia,1979,Total,5974.0,1468333.0,
Finland,2023,Total,11475.0,5583911.0,
Finland,2022,Total,11370.0,5556106.0,50988.08
Finland,2021,Total,12166.0,5541017.0,53608.59
Finland,2020,Total,13478.0,5529543.0,49170.39
Finland,2019,Total,13105.0,5521606.0,48630.47
Finland,2019,Urban,9930.0,5521606.0,48630.47
Finland,2019,Rural,3175.0,5521606.0,48630.47
Finland,2018,Total,12945.0,5515525.0,49988.21
Finland,2018,Urban,9971.0,5515525.0,49988.21
Finland,2018,Rural,2974.0,5515525.0,49988.21
Finland,2017,Total,13188.0,5508214.0,46412.76
Finland,2017,Urban,10013.0,5508214.0,46412.76
Finland,2017,Rural,3175.0,5508214.0,46412.76
Finland,2016,Total,13479.0,5495303.0,43784.95
Finland,2016,Urban,10254.0,5495303.0,43784.95
Finland,2016,Rural,3225.0,5495303.0,43784.95
Finland,2015,Total,13862.0,5479531.0,42785.24
Finland,2015,Urban,10521.0,5479531.0,42785.24
Finland,2015,Rural,3341.0,5479531.0,42785.24
Finland,2014,Total,13632.0,5461512.0,50260.96
Finland,2014,Urban,10229.0,5461512.0,50260.96
Finland,2014,Rural,3403.0,5461512.0,50260.96
Finland,2013,Total,13712.0,5438972.0,49878.96
Finland,2013,Urban,10257.0,5438972.0,49878.96
Finland,2013,Rural,3455.0,5438972.0,49878.96
Finland,2012,Total,12977.0,5413971.0,47711.78
Finland,2012,Urban,9637.0,5413971.0,47711.78
Finland,2012,Rural,3340.0,5413971.0,47711.78
Finland,2011,Total,13416.0,5388272.0,51083.0
Finland,2011,Urban,10019.0,5388272.0,51083.0
Finland,2011,Rural,3397.0,5388272.0,51083.0
Finland,2010,Total,13567.0,5363352.0,46460.67
Finland,2010,Urban,10165.0,5363352.0,46460.67
Finland,2010,Rural,3402.0,5363352.0,46460.67
Finland,2009,Total,13474.0,5338871.0,47291.64
Finland,2009,Urban,10039.0,5338871.0,47291.64
Finland,2009,Rural,3435.0,5338871.0,47291.64
Finland,2008,Total,13427.0,5313399.0,53556.52
Finland,2008,Urban,10013.0,5313399.0,53556.52
Finland,2008,Rural,3414.0,5313399.0,53556.52
Finland,2007,Total,13164.0,5288720.0,48412.64
Finland,2007,Urban,9749.0,5288720.0,48412.64
Finland,2007,Rural,3415.0,5288720.0,48412.64
Finland,2006,Total,13192.0,5266268.0,41186.12
Finland,2006,Urban,9829.0,5266268.0,41186.12
Finland,2006,Rural,3363.0,5266268.0,41186.12
Finland,2005,Total,13342.0,5246096.0,39039.5
Finland,2005,Urban,9927.0,5246096.0,39039.5
Finland,2005,Rural,3415.0,5246096.0,39039.5
Finland,2004,Total,13181.0,5228172.0,37704.71
Finland,2004,Urban,9841.0,5228172.0,37704.71
Finland,2004,Rural,3340.0,5228172.0,37704.71
Finland,2003,Total,13475.0,5213014.0,32854.02
Finland,2003,Urban,10110.0,5213014.0,32854.02
Finland,2003,Rural,3365.0,5213014.0,32854.02
Finland,2002,Total,13336.0,5200598.0,26870.91
Finland,2002,Urban,10078.0,5200598.0,26870.91
Finland,2002,Rural,3258.0,5200598.0,26870.91
Finland,2001,Total,13568.0,5188008.0,24945.99
Finland,2001,Urban,10172.0,5188008.0,24945.99
Finland,2001,Rural,3396.0,5188008.0,24945.99
Finland,2000,Total,13913.0,5176209.0,24285.45
Finland,2000,Urban,10381.0,5176209.0,24285.45
Finland,2000,Rural,3532.0,5176209.0,24285.45
Finland,1999,Total,14030.0,5165474.0,26176.5
Finland,1999,Urban,10543.0,5165474.0,26176.5
Finland,1999,Rural,3487.0,5165474.0,26176.5
Finland,1998,Total,13848.0,5153498.0,26008.82
Finland,1998,Urban,10366.0,5153498.0,26008.82
Finland,1998,Rural,3482.0,5153498.0,26008.82
Finland,1997,Total,13507.0,5139835.0,24690.32
Finland,1997,Urban,9533.0,5139835.0,24690.32
Finland,1997,Rural,3974.0,5139835.0,24690.32
Finland,1996,Total,13795.0,5124573.0,25783.4
Finland,1996,Urban,10334.0,5124573.0,25783.4
Finland,1996,Rural,3461.0,5124573.0,25783.4
Finland,1995,Total,14025.0,5107790.0,26270.08
Finland,1995,Urban,10325.0,5107790.0,26270.08
Finland,1995,Rural,3700.0,5107790.0,26270.08
Finland,1994,Total,13751.0,5088333.0,20299.97
Finland,1993,Total,12284.0,5066447.0,17607.56
Finland,1992,Total,12800.0,5041992.0,22318.85
Finland,1990,Total,13127.0,4986431.0,28365.44
Finland,1990,Urban,9513.0,4986431.0,28365.44
Finland,1990,Rural,3614.0,4986431.0,28365.44
Finland,1989,Total,14365.0,4964371.0,23971.72
Finland,1989,Urban,10631.0,4964371.0,23971.72
Finland,1989,Rural,3734.0,4964371.0,23971.72
Finland,1988,Total,12146.0,4946481.0,22047.37
Finland,1988,Urban,8939.0,4946481.0,22047.37
Finland,1988,Rural,3207.0,4946481.0,22047.37
Finland,1987,Total,10110.0,4932123.0,18571.34
Finland,1986,Total,9742.0,4918154.0,14950.43
Finland,1986,Urban,7350.0,4918154.0,14950.43
Finland,1986,Rural,2392.0,4918154.0,14950.43
Finland,1985,Total,9063.0,4902206.0,11398.06
Finland,1985,Urban,6670.0,4902206.0,11398.06
Finland,1985,Rural,2393.0,4902206.0,11398.06
Finland,1984,Total,9644.0,4881803.0,10833.89
Finland,1984,Urban,7223.0,4881803.0,10833.89
Finland,1984,Rural,2421.0,4881803.0,10833.89
Finland,1983,Total,9767.0,4855787.0,10497.36
Finland,1983,Urban,7384.0,4855787.0,10497.36
Finland,1983,Rural,2383.0,4855787.0,10497.36
Finland,1982,Total,9703.0,4826933.0,10937.8
Finland,1982,Urban,7402.0,4826933.0,10937.8
Finland,1982,Rural,2301.0,4826933.0,10937.8
Finland,1981,Total,9494.0,4799964.0,10927.45
Finland,1981,Urban,7199.0,4799964.0,10927.45
Finland,1981,Rural,2295.0,4799964.0,10927.45
Finland,1980,Total,9462.0,4779535.0,11225.02
Finland,1980,Urban,7246.0,4779535.0,11225.02
Finland,1980,Rural,2216.0,4779535.0,11225.02
Finland,1979,Total,10190.0,4764690.0,9308.35
Finland,1979,Urban,7498.0,4764690.0,9308.35
Finland,1979,Rural,2692.0,4764690.0,9308.35
Finland,1978,Total,10369.0,4752528.0,7612.04
Finland,1978,Urban,7899.0,4752528.0,7612.04
Finland,1978,Rural,2470.0,4752528.0,7612.04
Finland,1977,Total,10106.0,4738902.0,7041.7
Finland,1977,Urban,7757.0,4738902.0,7041.7
Finland,1977,Rural,2349.0,4738902.0,7041.7
Finland,1976,Total,10125.0,4725664.0,6708.47
Finland,1976,Urban,7841.0,4725664.0,6708.47
Finland,1976,Rural,2284.0,4725664.0,6708.47
Finland,1975,Total,9352.0,4711440.0,6224.79
Finland,1975,Urban,6942.0,4711440.0,6224.79
Finland,1975,Rural,2410.0,4711440.0,6224.79
Finland,1974,Total,10009.0,4690574.0,5271.55
Finland,1974,Urban,7768.0,4690574.0,5271.55
Finland,1974,Rural,2241.0,4690574.0,5271.55
Finland,1973,Total,8826.0,4666081.0,4152.73
Finland,1973,Urban,6850.0,4666081.0,4152.73
Finland,1973,Rural,1976.0,4666081.0,4152.73
Finland,1972,Total,8246.0,4639657.0,3162.06
Finland,1972,Urban,6199.0,4639657.0,3162.06
Finland,1972,Rural,2047.0,4639657.0,3162.06
Finland,1971,Total,7162.0,4612124.0,2702.77
Finland,1971,Urban,5289.0,4612124.0,2702.77
Finland,1971,Rural,1873.0,4612124.0,2702.77
Finland,1970,Total,6030.0,4606307.0,2453.4
Finland,1970,Urban,4600.0,4606307.0,2453.4
Finland,1970,Rural,1430.0,4606307.0,2453.4
Finland,1969,Total,5878.0,4623785.0,
Finland,1969,Urban,4475.0,4623785.0,
Finland,1969,Rural,1403.0,4623785.0,
Finland,1968,Total,5406.0,4626469.0,
Finland,1968,Urban,4161.0,4626469.0,
Finland,1968,Rural,1245.0,4626469.0,
Finland,1967,Total,5199.0,4605744.0,
Finland,1967,Urban,3906.0,4605744.0,
Finland,1967,Rural,1293.0,4605744.0,
Finland,1966,Total,4841.0,4580869.0,
Finland,1965,Total,4576.0,4563732.0,
Finland,1964,Total,4438.0,4548543.0,
Finland,1963,Total,4179.0,4523309.0,
Finland,1962,Total,3994.0,4491443.0,
Finland,1961,Total,3913.0,4461005.0,
Finland,1960,Total,3643.0,4429634.0,
Finland,1959,Total,3678.0,,
Finland,1958,Total,3652.0,,
Finland,1957,Total,3509.0,,
Finland,1956,Total,3660.0,,
Finland,1955,Total,3593.0,,
Finland,1954,Total,3492.0,,
Finland,1953,Total,3429.0,,
Finland,1952,Total,3463.0,,
Finland,1951,Total,3568.0,,
Finland,1950,Total,3659.0,,
Finland,1949,Total,3666.0,,
Finland,1948,Total,4140.0,,
France,2016,Total,124768.0,66724104.0,37320.88
